chr,loc,snpid
Chr1,142031894,Chr1_142031894
Chr1,142194437,Chr1_142194437
Chr1,142257124,Chr1_142257124
Chr1,142258955,Chr1_142258955
Chr1,142259443,Chr1_142259443
Chr1,142261013,Chr1_142261013
Chr1,142261015,Chr1_142261015
Chr1,142261111,Chr1_142261111
Chr1,142261133,Chr1_142261133
Chr1,142261192,Chr1_142261192
Chr1,142261898,Chr1_142261898
Chr1,142262606,Chr1_142262606
Chr1,142269571,Chr1_142269571
Chr1,142547168,Chr1_142547168
Chr1,142547236,Chr1_142547236
Chr1,142569741,Chr1_142569741
Chr1,142570882,Chr1_142570882
Chr1,14256070,Chr1_14256070
Chr1,14311621,Chr1_14311621
Chr1,143229249,Chr1_143229249
Chr1,143229595,Chr1_143229595
Chr1,143230707,Chr1_143230707
Chr1,143230796,Chr1_143230796
Chr1,143231013,Chr1_143231013
Chr1,143231120,Chr1_143231120
Chr1,143231225,Chr1_143231225
Chr1,143231343,Chr1_143231343
Chr1,143231385,Chr1_143231385
Chr1,14315769,Chr1_14315769
Chr1,14315841,Chr1_14315841
Chr1,14315886,Chr1_14315886
Chr1,14317023,Chr1_14317023
Chr1,14320208,Chr1_14320208
Chr1,14320407,Chr1_14320407
Chr1,14320441,Chr1_14320441
Chr1,14320520,Chr1_14320520
Chr1,14320593,Chr1_14320593
Chr1,14320596,Chr1_14320596
Chr1,14320697,Chr1_14320697
Chr1,14320771,Chr1_14320771
Chr1,14321706,Chr1_14321706
Chr1,14322774,Chr1_14322774
Chr1,14322782,Chr1_14322782
Chr1,14322852,Chr1_14322852
Chr1,14322891,Chr1_14322891
Chr1,143317353,Chr1_143317353
Chr1,143750485,Chr1_143750485
Chr1,143750530,Chr1_143750530
Chr1,143751171,Chr1_143751171
Chr1,143751621,Chr1_143751621
Chr1,143751768,Chr1_143751768
Chr1,143751909,Chr1_143751909
Chr1,143751918,Chr1_143751918
Chr1,143752068,Chr1_143752068
Chr1,143752180,Chr1_143752180
Chr1,14362110,Chr1_14362110
Chr1,14362434,Chr1_14362434
Chr1,14364752,Chr1_14364752
Chr1,14364943,Chr1_14364943
Chr1,14364967,Chr1_14364967
Chr1,14365063,Chr1_14365063
Chr1,143971529,Chr1_143971529
Chr1,143971533,Chr1_143971533
Chr1,143975595,Chr1_143975595
Chr1,143975911,Chr1_143975911
Chr1,143976065,Chr1_143976065
Chr1,143976077,Chr1_143976077
Chr1,143976123,Chr1_143976123
Chr1,143976370,Chr1_143976370
Chr1,143976441,Chr1_143976441
Chr1,144155960,Chr1_144155960
Chr1,144860018,Chr1_144860018
Chr1,144833705,Chr1_144833705
Chr1,145544303,Chr1_145544303
Chr1,146073438,Chr1_146073438
Chr1,146390044,Chr1_146390044
Chr1,146390133,Chr1_146390133
Chr1,146391465,Chr1_146391465
Chr1,146397571,Chr1_146397571
Chr1,146632480,Chr1_146632480
Chr1,147223527,Chr1_147223527
Chr1,147209447,Chr1_147209447
Chr1,147209357,Chr1_147209357
Chr1,147209344,Chr1_147209344
Chr1,147207491,Chr1_147207491
Chr1,147206257,Chr1_147206257
Chr1,147283837,Chr1_147283837
Chr1,147283850,Chr1_147283850
Chr1,147284009,Chr1_147284009
Chr1,14705217,Chr1_14705217
Chr1,14705219,Chr1_14705219
Chr1,14705468,Chr1_14705468
Chr1,14705521,Chr1_14705521
Chr1,14705575,Chr1_14705575
Chr1,14705801,Chr1_14705801
Chr1,14705953,Chr1_14705953
Chr1,14706140,Chr1_14706140
Chr1,14706203,Chr1_14706203
Chr1,147623522,Chr1_147623522
Chr1,147641453,Chr1_147641453
Chr1,14754235,Chr1_14754235
Chr1,14756868,Chr1_14756868
Chr1,14756880,Chr1_14756880
Chr1,148188162,Chr1_148188162
Chr1,14831919,Chr1_14831919
Chr1,14832002,Chr1_14832002
Chr1,14832333,Chr1_14832333
Chr1,14832399,Chr1_14832399
Chr1,14832484,Chr1_14832484
Chr1,14832526,Chr1_14832526
Chr1,14832544,Chr1_14832544
Chr1,14833959,Chr1_14833959
Chr1,14834170,Chr1_14834170
Chr1,14845533,Chr1_14845533
Chr1,14845572,Chr1_14845572
Chr1,14845653,Chr1_14845653
Chr1,14882912,Chr1_14882912
Chr1,14883020,Chr1_14883020
Chr1,148423288,Chr1_148423288
Chr1,148632352,Chr1_148632352
Chr1,148632363,Chr1_148632363
Chr1,148632487,Chr1_148632487
Chr1,148690422,Chr1_148690422
Chr1,148689584,Chr1_148689584
Chr1,148806682,Chr1_148806682
Chr1,148806778,Chr1_148806778
Chr1,148806790,Chr1_148806790
Chr1,148806814,Chr1_148806814
Chr1,148823019,Chr1_148823019
Chr1,148823020,Chr1_148823020
Chr1,148969071,Chr1_148969071
Chr1,148975632,Chr1_148975632
Chr1,148977332,Chr1_148977332
Chr1,148977397,Chr1_148977397
Chr1,148977834,Chr1_148977834
Chr1,148978487,Chr1_148978487
Chr1,148978489,Chr1_148978489
Chr1,149357115,Chr1_149357115
Chr1,149358083,Chr1_149358083
Chr1,149517965,Chr1_149517965
Chr1,149518430,Chr1_149518430
Chr1,149518719,Chr1_149518719
Chr1,149520081,Chr1_149520081
Chr1,149521466,Chr1_149521466
Chr1,149521655,Chr1_149521655
Chr1,149521743,Chr1_149521743
Chr1,149522214,Chr1_149522214
Chr1,149522367,Chr1_149522367
Chr1,149605432,Chr1_149605432
Chr1,149605537,Chr1_149605537
Chr1,149615423,Chr1_149615423
Chr1,149615857,Chr1_149615857
Chr1,15014042,Chr1_15014042
Chr1,15014095,Chr1_15014095
Chr1,15014253,Chr1_15014253
Chr1,15014714,Chr1_15014714
Chr1,15014827,Chr1_15014827
Chr1,15015019,Chr1_15015019
Chr1,149696613,Chr1_149696613
Chr1,15017970,Chr1_15017970
Chr1,15018089,Chr1_15018089
Chr1,15018570,Chr1_15018570
Chr1,150287668,Chr1_150287668
Chr1,150287707,Chr1_150287707
Chr1,150287715,Chr1_150287715
Chr1,150292125,Chr1_150292125
Chr1,150292313,Chr1_150292313
Chr1,150295065,Chr1_150295065
Chr1,150295156,Chr1_150295156
Chr1,150295594,Chr1_150295594
Chr1,150295612,Chr1_150295612
Chr1,15060375,Chr1_15060375
Chr1,15060379,Chr1_15060379
Chr1,15060442,Chr1_15060442
Chr1,15060488,Chr1_15060488
Chr1,15061282,Chr1_15061282
Chr1,15061286,Chr1_15061286
Chr1,15061489,Chr1_15061489
Chr1,15061516,Chr1_15061516
Chr1,15061990,Chr1_15061990
Chr1,15062037,Chr1_15062037
Chr1,15062326,Chr1_15062326
Chr1,15062619,Chr1_15062619
Chr1,15072205,Chr1_15072205
Chr1,15072284,Chr1_15072284
Chr1,15072314,Chr1_15072314
Chr1,15121078,Chr1_15121078
Chr1,15121334,Chr1_15121334
Chr1,15121830,Chr1_15121830
Chr1,15122563,Chr1_15122563
Chr1,15122739,Chr1_15122739
Chr1,15125568,Chr1_15125568
Chr1,15125644,Chr1_15125644
Chr1,15125754,Chr1_15125754
Chr1,151024048,Chr1_151024048
Chr1,151024530,Chr1_151024530
Chr1,151024547,Chr1_151024547
Chr1,151025564,Chr1_151025564
Chr1,151025635,Chr1_151025635
Chr1,151026062,Chr1_151026062
Chr1,151026932,Chr1_151026932
Chr1,151029627,Chr1_151029627
Chr1,15157075,Chr1_15157075
Chr1,15157159,Chr1_15157159
Chr1,15157290,Chr1_15157290
Chr1,15157535,Chr1_15157535
Chr1,151223252,Chr1_151223252
Chr1,151223494,Chr1_151223494
Chr1,151225577,Chr1_151225577
Chr1,15175547,Chr1_15175547
Chr1,151464556,Chr1_151464556
Chr1,15195882,Chr1_15195882
Chr1,15195888,Chr1_15195888
Chr1,15196117,Chr1_15196117
Chr1,151884821,Chr1_151884821
Chr1,151891420,Chr1_151891420
Chr1,152033088,Chr1_152033088
Chr1,152033469,Chr1_152033469
Chr1,152034070,Chr1_152034070
Chr1,152035184,Chr1_152035184
Chr1,152036699,Chr1_152036699
Chr1,152037982,Chr1_152037982
Chr1,152398234,Chr1_152398234
Chr1,152400976,Chr1_152400976
Chr1,152401163,Chr1_152401163
Chr1,152401205,Chr1_152401205
Chr1,152401500,Chr1_152401500
Chr1,152402464,Chr1_152402464
Chr1,152405020,Chr1_152405020
Chr1,152405093,Chr1_152405093
Chr1,152410031,Chr1_152410031
Chr1,152410063,Chr1_152410063
Chr1,152410071,Chr1_152410071
Chr1,152410206,Chr1_152410206
Chr1,152642131,Chr1_152642131
Chr1,152642132,Chr1_152642132
Chr1,15301697,Chr1_15301697
Chr1,15301748,Chr1_15301748
Chr1,15301921,Chr1_15301921
Chr1,15302263,Chr1_15302263
Chr1,152669263,Chr1_152669263
Chr1,15302809,Chr1_15302809
Chr1,15303065,Chr1_15303065
Chr1,15303140,Chr1_15303140
Chr1,15303196,Chr1_15303196
Chr1,15303566,Chr1_15303566
Chr1,15303624,Chr1_15303624
Chr1,152853621,Chr1_152853621
Chr1,152853882,Chr1_152853882
Chr1,152854383,Chr1_152854383
Chr1,152854438,Chr1_152854438
Chr1,152992316,Chr1_152992316
Chr1,152995399,Chr1_152995399
Chr1,153224041,Chr1_153224041
Chr1,153226908,Chr1_153226908
Chr1,153358466,Chr1_153358466
Chr1,153358680,Chr1_153358680
Chr1,153358860,Chr1_153358860
Chr1,153359016,Chr1_153359016
Chr1,153359237,Chr1_153359237
Chr1,15400970,Chr1_15400970
Chr1,15401022,Chr1_15401022
Chr1,15401510,Chr1_15401510
Chr1,15401541,Chr1_15401541
Chr1,15401654,Chr1_15401654
Chr1,15401717,Chr1_15401717
Chr1,15401739,Chr1_15401739
Chr1,15401742,Chr1_15401742
Chr1,15401765,Chr1_15401765
Chr1,15401972,Chr1_15401972
Chr1,15402144,Chr1_15402144
Chr1,15402623,Chr1_15402623
Chr1,15402683,Chr1_15402683
Chr1,15402806,Chr1_15402806
Chr1,153744421,Chr1_153744421
Chr1,153744823,Chr1_153744823
Chr1,153745939,Chr1_153745939
Chr1,153746066,Chr1_153746066
Chr1,153746146,Chr1_153746146
Chr1,153747734,Chr1_153747734
Chr1,153747884,Chr1_153747884
Chr1,153747899,Chr1_153747899
Chr1,153747910,Chr1_153747910
Chr1,153747969,Chr1_153747969
Chr1,153748530,Chr1_153748530
Chr1,153748602,Chr1_153748602
Chr1,153749094,Chr1_153749094
Chr1,153749137,Chr1_153749137
Chr1,154092260,Chr1_154092260
Chr1,154144190,Chr1_154144190
Chr1,154144191,Chr1_154144191
Chr1,154144515,Chr1_154144515
Chr1,154144956,Chr1_154144956
Chr1,15500292,Chr1_15500292
Chr1,155202802,Chr1_155202802
Chr1,155202769,Chr1_155202769
Chr1,15585065,Chr1_15585065
Chr1,155961507,Chr1_155961507
Chr1,155961684,Chr1_155961684
Chr1,155961744,Chr1_155961744
Chr1,155961843,Chr1_155961843
Chr1,155961867,Chr1_155961867
Chr1,155961909,Chr1_155961909
Chr1,155961930,Chr1_155961930
Chr1,155962023,Chr1_155962023
Chr1,155962398,Chr1_155962398
Chr1,155962650,Chr1_155962650
Chr1,155963213,Chr1_155963213
Chr1,155963223,Chr1_155963223
Chr1,155963386,Chr1_155963386
Chr1,156209158,Chr1_156209158
Chr1,156410101,Chr1_156410101
Chr1,156410198,Chr1_156410198
Chr1,156875638,Chr1_156875638
Chr1,156875881,Chr1_156875881
Chr1,156876074,Chr1_156876074
Chr1,156876230,Chr1_156876230
Chr1,156876325,Chr1_156876325
Chr1,156876522,Chr1_156876522
Chr1,15767662,Chr1_15767662
Chr1,15767602,Chr1_15767602
Chr1,15766573,Chr1_15766573
Chr1,15763433,Chr1_15763433
Chr1,157118999,Chr1_157118999
Chr1,157119146,Chr1_157119146
Chr1,157119157,Chr1_157119157
Chr1,157122894,Chr1_157122894
Chr1,157123803,Chr1_157123803
Chr1,157508429,Chr1_157508429
Chr1,157510986,Chr1_157510986
Chr1,157516939,Chr1_157516939
Chr1,157565787,Chr1_157565787
Chr1,157565850,Chr1_157565850
Chr1,157565870,Chr1_157565870
Chr1,157566357,Chr1_157566357
Chr1,157566367,Chr1_157566367
Chr1,157566470,Chr1_157566470
Chr1,157566511,Chr1_157566511
Chr1,157566569,Chr1_157566569
Chr1,157567107,Chr1_157567107
Chr1,157567461,Chr1_157567461
Chr1,157567659,Chr1_157567659
Chr1,157567745,Chr1_157567745
Chr1,157567959,Chr1_157567959
Chr1,157568032,Chr1_157568032
Chr1,157568071,Chr1_157568071
Chr1,157568399,Chr1_157568399
Chr1,158117538,Chr1_158117538
Chr1,158117613,Chr1_158117613
Chr1,158391307,Chr1_158391307
Chr1,158391894,Chr1_158391894
Chr1,158392150,Chr1_158392150
Chr1,158392255,Chr1_158392255
Chr1,158432848,Chr1_158432848
Chr1,158433372,Chr1_158433372
Chr1,158434342,Chr1_158434342
Chr1,158434668,Chr1_158434668
Chr1,158437282,Chr1_158437282
Chr1,158437432,Chr1_158437432
Chr1,158437860,Chr1_158437860
Chr1,158437948,Chr1_158437948
Chr1,158438732,Chr1_158438732
Chr1,158439110,Chr1_158439110
Chr1,158439559,Chr1_158439559
Chr1,158440093,Chr1_158440093
Chr1,158441860,Chr1_158441860
Chr1,158442106,Chr1_158442106
Chr1,158442567,Chr1_158442567
Chr1,158446162,Chr1_158446162
Chr1,1610597,Chr1_1610597
Chr1,1610926,Chr1_1610926
Chr1,158943467,Chr1_158943467
Chr1,158944050,Chr1_158944050
Chr1,158944512,Chr1_158944512
Chr1,158955131,Chr1_158955131
Chr1,158955179,Chr1_158955179
Chr1,158956007,Chr1_158956007
Chr1,158956695,Chr1_158956695
Chr1,158957112,Chr1_158957112
Chr1,158957638,Chr1_158957638
Chr1,210603,Chr1_210603
Chr1,159019156,Chr1_159019156
Chr1,159019235,Chr1_159019235
Chr1,159021711,Chr1_159021711
Chr1,159022035,Chr1_159022035
Chr1,159025030,Chr1_159025030
Chr1,159025181,Chr1_159025181
Chr1,159028214,Chr1_159028214
Chr1,159112693,Chr1_159112693
Chr1,159112797,Chr1_159112797
Chr1,159112809,Chr1_159112809
Chr1,159112845,Chr1_159112845
Chr1,159121303,Chr1_159121303
Chr1,159121565,Chr1_159121565
Chr1,159122179,Chr1_159122179
Chr1,159122456,Chr1_159122456
Chr1,159122648,Chr1_159122648
Chr1,159122897,Chr1_159122897
Chr1,159123269,Chr1_159123269
Chr1,159123302,Chr1_159123302
Chr1,159124615,Chr1_159124615
Chr1,159126320,Chr1_159126320
Chr1,159126392,Chr1_159126392
Chr1,159126470,Chr1_159126470
Chr1,159126607,Chr1_159126607
Chr1,159126727,Chr1_159126727
Chr1,159139447,Chr1_159139447
Chr1,159139554,Chr1_159139554
Chr1,159139870,Chr1_159139870
Chr1,159140240,Chr1_159140240
Chr1,159140757,Chr1_159140757
Chr1,15962137,Chr1_15962137
Chr1,15969311,Chr1_15969311
Chr1,15970476,Chr1_15970476
Chr1,15971363,Chr1_15971363
Chr1,15972201,Chr1_15972201
Chr1,15972449,Chr1_15972449
Chr1,15972666,Chr1_15972666
Chr1,15972927,Chr1_15972927
Chr1,15972929,Chr1_15972929
Chr1,15972952,Chr1_15972952
Chr1,16007288,Chr1_16007288
Chr1,16007397,Chr1_16007397
Chr1,16007507,Chr1_16007507
Chr1,16008843,Chr1_16008843
Chr1,16009001,Chr1_16009001
Chr1,16010060,Chr1_16010060
Chr1,16011377,Chr1_16011377
Chr1,16011420,Chr1_16011420
Chr1,16011436,Chr1_16011436
Chr1,16011925,Chr1_16011925
Chr1,16012121,Chr1_16012121
Chr1,16016670,Chr1_16016670
Chr1,16017118,Chr1_16017118
Chr1,16019077,Chr1_16019077
Chr1,16019217,Chr1_16019217
Chr1,16038998,Chr1_16038998
Chr1,16039407,Chr1_16039407
Chr1,159576626,Chr1_159576626
Chr1,159577291,Chr1_159577291
Chr1,159581776,Chr1_159581776
Chr1,159716382,Chr1_159716382
Chr1,159716519,Chr1_159716519
Chr1,159721258,Chr1_159721258
Chr1,159727571,Chr1_159727571
Chr1,159882241,Chr1_159882241
Chr1,159882559,Chr1_159882559
Chr1,159884354,Chr1_159884354
Chr1,159885725,Chr1_159885725
Chr1,159886139,Chr1_159886139
Chr1,159888090,Chr1_159888090
Chr1,160030281,Chr1_160030281
Chr1,160030371,Chr1_160030371
Chr1,160031166,Chr1_160031166
Chr1,160031699,Chr1_160031699
Chr1,160031832,Chr1_160031832
Chr1,160031842,Chr1_160031842
Chr1,16140152,Chr1_16140152
Chr1,16140204,Chr1_16140204
Chr1,16140240,Chr1_16140240
Chr1,16140501,Chr1_16140501
Chr1,16140600,Chr1_16140600
Chr1,16140789,Chr1_16140789
Chr1,16141131,Chr1_16141131
Chr1,16141354,Chr1_16141354
Chr1,16141683,Chr1_16141683
Chr1,16227711,Chr1_16227711
Chr1,16227813,Chr1_16227813
Chr1,16228104,Chr1_16228104
Chr1,16229256,Chr1_16229256
Chr1,16231060,Chr1_16231060
Chr1,16231270,Chr1_16231270
Chr1,16231281,Chr1_16231281
Chr1,16231328,Chr1_16231328
Chr1,16231543,Chr1_16231543
Chr1,16231620,Chr1_16231620
Chr1,16231822,Chr1_16231822
Chr1,162231975,Chr1_162231975
Chr1,162232473,Chr1_162232473
Chr1,162232932,Chr1_162232932
Chr1,162456584,Chr1_162456584
Chr1,162457844,Chr1_162457844
Chr1,162684536,Chr1_162684536
Chr1,162685846,Chr1_162685846
Chr1,162960380,Chr1_162960380
Chr1,162960304,Chr1_162960304
Chr1,162960101,Chr1_162960101
Chr1,162957805,Chr1_162957805
Chr1,162957041,Chr1_162957041
Chr1,162956946,Chr1_162956946
Chr1,162956881,Chr1_162956881
Chr1,162956601,Chr1_162956601
Chr1,162879601,Chr1_162879601
Chr1,162878920,Chr1_162878920
Chr1,162878879,Chr1_162878879
Chr1,162878137,Chr1_162878137
Chr1,163156463,Chr1_163156463
Chr1,163155484,Chr1_163155484
Chr1,163155409,Chr1_163155409
Chr1,163155165,Chr1_163155165
Chr1,163155008,Chr1_163155008
Chr1,163154927,Chr1_163154927
Chr1,163154807,Chr1_163154807
Chr1,163161682,Chr1_163161682
Chr1,163161596,Chr1_163161596
Chr1,163161583,Chr1_163161583
Chr1,163161505,Chr1_163161505
Chr1,163161286,Chr1_163161286
Chr1,163161143,Chr1_163161143
Chr1,163239251,Chr1_163239251
Chr1,163239325,Chr1_163239325
Chr1,163239417,Chr1_163239417
Chr1,163239434,Chr1_163239434
Chr1,163239477,Chr1_163239477
Chr1,163239737,Chr1_163239737
Chr1,163239797,Chr1_163239797
Chr1,163239820,Chr1_163239820
Chr1,163240029,Chr1_163240029
Chr1,163240089,Chr1_163240089
Chr1,163240101,Chr1_163240101
Chr1,163240124,Chr1_163240124
Chr1,163240290,Chr1_163240290
Chr1,163240851,Chr1_163240851
Chr1,163240874,Chr1_163240874
Chr1,163240875,Chr1_163240875
Chr1,163240892,Chr1_163240892
Chr1,163241032,Chr1_163241032
Chr1,16414408,Chr1_16414408
Chr1,16415604,Chr1_16415604
Chr1,16415630,Chr1_16415630
Chr1,16415732,Chr1_16415732
Chr1,16415733,Chr1_16415733
Chr1,16438709,Chr1_16438709
Chr1,16446617,Chr1_16446617
Chr1,163638156,Chr1_163638156
Chr1,163638166,Chr1_163638166
Chr1,163638427,Chr1_163638427
Chr1,163638460,Chr1_163638460
Chr1,163638670,Chr1_163638670
Chr1,163697956,Chr1_163697956
Chr1,163697986,Chr1_163697986
Chr1,163698011,Chr1_163698011
Chr1,163875210,Chr1_163875210
Chr1,163875234,Chr1_163875234
Chr1,163876068,Chr1_163876068
Chr1,164017535,Chr1_164017535
Chr1,164027256,Chr1_164027256
Chr1,164037262,Chr1_164037262
Chr1,164037291,Chr1_164037291
Chr1,164037939,Chr1_164037939
Chr1,164038149,Chr1_164038149
Chr1,164040166,Chr1_164040166
Chr1,164040244,Chr1_164040244
Chr1,164042033,Chr1_164042033
Chr1,164073155,Chr1_164073155
Chr1,164073536,Chr1_164073536
Chr1,164073828,Chr1_164073828
Chr1,164073950,Chr1_164073950
Chr1,164074136,Chr1_164074136
Chr1,164074297,Chr1_164074297
Chr1,164074709,Chr1_164074709
Chr1,164197455,Chr1_164197455
Chr1,164202288,Chr1_164202288
Chr1,164202684,Chr1_164202684
Chr1,16707009,Chr1_16707009
Chr1,16707172,Chr1_16707172
Chr1,16707310,Chr1_16707310
Chr1,16707371,Chr1_16707371
Chr1,16707572,Chr1_16707572
Chr1,16708074,Chr1_16708074
Chr1,16708364,Chr1_16708364
Chr1,16708397,Chr1_16708397
Chr1,16709241,Chr1_16709241
Chr1,16709508,Chr1_16709508
Chr1,16710314,Chr1_16710314
Chr1,16710451,Chr1_16710451
Chr1,16714192,Chr1_16714192
Chr1,16714547,Chr1_16714547
Chr1,16714838,Chr1_16714838
Chr1,16721692,Chr1_16721692
Chr1,16722133,Chr1_16722133
Chr1,16722209,Chr1_16722209
Chr1,16722292,Chr1_16722292
Chr1,16722617,Chr1_16722617
Chr1,16722950,Chr1_16722950
Chr1,16722977,Chr1_16722977
Chr1,16723064,Chr1_16723064
Chr1,16723559,Chr1_16723559
Chr1,16729503,Chr1_16729503
Chr1,16746458,Chr1_16746458
Chr1,16749230,Chr1_16749230
Chr1,16749838,Chr1_16749838
Chr1,16749875,Chr1_16749875
Chr1,165741105,Chr1_165741105
Chr1,165741148,Chr1_165741148
Chr1,165741487,Chr1_165741487
Chr1,165741653,Chr1_165741653
Chr1,165741816,Chr1_165741816
Chr1,165741913,Chr1_165741913
Chr1,165743378,Chr1_165743378
Chr1,165743470,Chr1_165743470
Chr1,165743648,Chr1_165743648
Chr1,165743700,Chr1_165743700
Chr1,165744357,Chr1_165744357
Chr1,165744751,Chr1_165744751
Chr1,165744760,Chr1_165744760
Chr1,165744948,Chr1_165744948
Chr1,165745244,Chr1_165745244
Chr1,165745280,Chr1_165745280
Chr1,165745511,Chr1_165745511
Chr1,166128813,Chr1_166128813
Chr1,166129386,Chr1_166129386
Chr1,166130281,Chr1_166130281
Chr1,166131686,Chr1_166131686
Chr1,166132053,Chr1_166132053
Chr1,166132102,Chr1_166132102
Chr1,166132155,Chr1_166132155
Chr1,166132476,Chr1_166132476
Chr1,166132659,Chr1_166132659
Chr1,166142256,Chr1_166142256
Chr1,166143385,Chr1_166143385
Chr1,166143657,Chr1_166143657
Chr1,166143684,Chr1_166143684
Chr1,166143756,Chr1_166143756
Chr1,166143984,Chr1_166143984
Chr1,166144350,Chr1_166144350
Chr1,166146476,Chr1_166146476
Chr1,166147535,Chr1_166147535
Chr1,166147587,Chr1_166147587
Chr1,166147704,Chr1_166147704
Chr1,166147716,Chr1_166147716
Chr1,166147921,Chr1_166147921
Chr1,166194880,Chr1_166194880
Chr1,166194930,Chr1_166194930
Chr1,166194967,Chr1_166194967
Chr1,166195035,Chr1_166195035
Chr1,166195282,Chr1_166195282
Chr1,166195447,Chr1_166195447
Chr1,166195734,Chr1_166195734
Chr1,166290117,Chr1_166290117
Chr1,166290039,Chr1_166290039
Chr1,166289340,Chr1_166289340
Chr1,166289059,Chr1_166289059
Chr1,166287806,Chr1_166287806
Chr1,166287745,Chr1_166287745
Chr1,166287621,Chr1_166287621
Chr1,16843465,Chr1_16843465
Chr1,166623775,Chr1_166623775
Chr1,166623785,Chr1_166623785
Chr1,166623864,Chr1_166623864
Chr1,166623887,Chr1_166623887
Chr1,166624162,Chr1_166624162
Chr1,166624290,Chr1_166624290
Chr1,166624409,Chr1_166624409
Chr1,166624488,Chr1_166624488
Chr1,166625011,Chr1_166625011
Chr1,166629017,Chr1_166629017
Chr1,166629679,Chr1_166629679
Chr1,166742158,Chr1_166742158
Chr1,166757604,Chr1_166757604
Chr1,166757643,Chr1_166757643
Chr1,167087199,Chr1_167087199
Chr1,167087377,Chr1_167087377
Chr1,167089293,Chr1_167089293
Chr1,167093209,Chr1_167093209
Chr1,16950120,Chr1_16950120
Chr1,16951133,Chr1_16951133
Chr1,16951231,Chr1_16951231
Chr1,16953406,Chr1_16953406
Chr1,16953469,Chr1_16953469
Chr1,16953953,Chr1_16953953
Chr1,16954464,Chr1_16954464
Chr1,16954790,Chr1_16954790
Chr1,16955015,Chr1_16955015
Chr1,16960816,Chr1_16960816
Chr1,16960860,Chr1_16960860
Chr1,16960872,Chr1_16960872
Chr1,16960911,Chr1_16960911
Chr1,16960948,Chr1_16960948
Chr1,16961103,Chr1_16961103
Chr1,16961295,Chr1_16961295
Chr1,16969284,Chr1_16969284
Chr1,167682916,Chr1_167682916
Chr1,167686994,Chr1_167686994
Chr1,16973528,Chr1_16973528
Chr1,16978500,Chr1_16978500
Chr1,16979826,Chr1_16979826
Chr1,16980021,Chr1_16980021
Chr1,168391860,Chr1_168391860
Chr1,168391882,Chr1_168391882
Chr1,168392049,Chr1_168392049
Chr1,168392580,Chr1_168392580
Chr1,168392811,Chr1_168392811
Chr1,168393504,Chr1_168393504
Chr1,168396668,Chr1_168396668
Chr1,168396874,Chr1_168396874
Chr1,168397127,Chr1_168397127
Chr1,168397284,Chr1_168397284
Chr1,168397386,Chr1_168397386
Chr1,168397436,Chr1_168397436
Chr1,168397454,Chr1_168397454
Chr1,168399613,Chr1_168399613
Chr1,168399622,Chr1_168399622
Chr1,168399817,Chr1_168399817
Chr1,168399885,Chr1_168399885
Chr1,168400639,Chr1_168400639
Chr1,168400738,Chr1_168400738
Chr1,168454246,Chr1_168454246
Chr1,168487781,Chr1_168487781
Chr1,168487871,Chr1_168487871
Chr1,168493215,Chr1_168493215
Chr1,168493287,Chr1_168493287
Chr1,168493321,Chr1_168493321
Chr1,168493570,Chr1_168493570
Chr1,168495682,Chr1_168495682
Chr1,168495882,Chr1_168495882
Chr1,168496518,Chr1_168496518
Chr1,168496619,Chr1_168496619
Chr1,168612466,Chr1_168612466
Chr1,168612641,Chr1_168612641
Chr1,168612656,Chr1_168612656
Chr1,168613110,Chr1_168613110
Chr1,168613971,Chr1_168613971
Chr1,168614393,Chr1_168614393
Chr1,168645095,Chr1_168645095
Chr1,168704484,Chr1_168704484
Chr1,168705463,Chr1_168705463
Chr1,168705676,Chr1_168705676
Chr1,168705780,Chr1_168705780
Chr1,168708236,Chr1_168708236
Chr1,168709457,Chr1_168709457
Chr1,168742230,Chr1_168742230
Chr1,168742895,Chr1_168742895
Chr1,168743317,Chr1_168743317
Chr1,168744633,Chr1_168744633
Chr1,168744743,Chr1_168744743
Chr1,168744824,Chr1_168744824
Chr1,168915368,Chr1_168915368
Chr1,168915420,Chr1_168915420
Chr1,168915600,Chr1_168915600
Chr1,168915959,Chr1_168915959
Chr1,168915971,Chr1_168915971
Chr1,169238606,Chr1_169238606
Chr1,169291824,Chr1_169291824
Chr1,169328893,Chr1_169328893
Chr1,17141057,Chr1_17141057
Chr1,17141103,Chr1_17141103
Chr1,17141105,Chr1_17141105
Chr1,17147432,Chr1_17147432
Chr1,169597081,Chr1_169597081
Chr1,169611290,Chr1_169611290
Chr1,169613594,Chr1_169613594
Chr1,169614543,Chr1_169614543
Chr1,169642027,Chr1_169642027
Chr1,169643325,Chr1_169643325
Chr1,169643425,Chr1_169643425
Chr1,169643767,Chr1_169643767
Chr1,17156892,Chr1_17156892
Chr1,17186879,Chr1_17186879
Chr1,17187419,Chr1_17187419
Chr1,17187599,Chr1_17187599
Chr1,17187744,Chr1_17187744
Chr1,17187819,Chr1_17187819
Chr1,17188202,Chr1_17188202
Chr1,17188532,Chr1_17188532
Chr1,17188762,Chr1_17188762
Chr1,17188901,Chr1_17188901
